,Brand,Category,Product Name,Price,Reviewer,Review,Product Purchase,Ratings,Date Of Review,Response,Topic,Polarity
51,Maybelline,Face,Maybelline Fit Me Matte+Poreless Foundation with Pump,15.92,altoheart,delivery was smooth and quick, 120 Classic Ivory,5,12/14/2019 15:33,no,delivery,1
52,Maybelline,Face,Maybelline Fit Me Matte+Poreless Foundation with Pump,15.92,sammiimin,"fast delivery, glass bottle was packaged really well didnt have any defect", 115 Ivory,5,12/12/2019 12:11,no,delivery,1
53,Maybelline,Face,Maybelline Fit Me Matte+Poreless Foundation with Pump,15.92,jocelyn,not a bad product in general., 120 Classic Ivory,5,12/13/2019 18:27,no,product,0
54,Maybelline,Face,Maybelline Fit Me Matte+Poreless Foundation with Pump,15.92,annacas,not fast delivery, 128 Warm Nude,3,12/5/2019 22:12,no,delivery,-1
55,Maybelline,Face,Maybelline Fit Me Matte+Poreless Foundation with Pump,15.92,annacas,expected to have a free mascara as it says it has says on the flash sale, 128 Warm Nude,3,12/5/2019 22:12,no,product,-1
56,Maybelline,Face,Maybelline Fit Me Matte+Poreless Foundation with Pump,15.92,junkoblack,well packed and received in good condition:) hoping to have more deals to come!, 220 Natural Beige,5,12/3/2019 23:25,no,delivery,1
57,Maybelline,Face,Maybelline Fit Me Matte+Poreless Foundation with Pump,15.92,jiaqunlim,"but the delivery took quite awhile, ordered on 11.11 but only got it on 28/11 or so", 120 Classic Ivory,3,12/4/2019 19:19,no,delivery,-1
58,Maybelline,Face,Maybelline Fit Me Matte+Poreless Foundation with Pump,15.92,fadhilahishami,ordered this during the 11.11 flash deal but received only at the end of the month so the delivery time took really long, 220 Natural Beige,3,11/28/2019 20:15,no,delivery,-1
59,Maybelline,Face,Maybelline Fit Me Matte+Poreless Foundation with Pump,15.92,nicollettee,good deal purchased during sales, 220 Natural Beige,5,12/4/2019 21:08,no,product,1
60,Maybelline,Face,Maybelline Fit Me Matte+Poreless Foundation with Pump,15.92,nicollettee,fast delivery!, 220 Natural Beige,5,12/4/2019 21:08,no,delivery,1
61,Maybelline,Face,Maybelline Fit Me Matte+Poreless Foundation with Pump,15.92,lickookie,"good deal, delivery took about 2 weeks though
 cheap during the sales", 128 Warm Nude,5,11/26/2019 13:46,no,product,1
62,Maybelline,Face,Maybelline Fit Me Matte+Poreless Foundation with Pump,15.92,engs33,got this on flash at a very good price, 220 Natural Beige,5,11/24/2019 1:07,no,product,1
63,Maybelline,Face,Maybelline Fit Me Matte+Poreless Foundation with Pump,15.92,chxrmxine,ordered during the 11.11 sale so delivery took awhile but it was well wrapped and came with a free mascara too!, 220 Natural Beige,5,11/22/2019 22:03,no,delivery,0
64,Maybelline,Face,Maybelline Fit Me Matte+Poreless Foundation with Pump,15.92,iamsteffian,nice packaging fast delivery, 128 Warm Nude,5,12/1/2019 21:27,no,delivery,1
65,Maybelline,Face,Maybelline Fit Me Matte+Poreless Foundation with Pump,15.92,anuriahk,ordered during the 11.11 sale and took 10 days to arrive, 115 Ivory,1,11/29/2019 7:03,no,delivery,-1
66,Maybelline,Face,Maybelline Fit Me Matte+Poreless Foundation with Pump,15.92,loonalovegood,items arrived quickly and in great condition, 335 Classic Tan,5,11/24/2019 9:41,no,delivery,1
67,Maybelline,Face,Maybelline Fit Me Matte+Poreless Foundation with Pump,15.92,shaheera05,received in good condition., 332 Golden Caramel,4,11/25/2019 13:07,no,delivery,1
68,Maybelline,Face,Maybelline Fit Me Matte+Poreless Foundation with Pump,15.92,shaheera05,love that it came with a pump., 332 Golden Caramel,4,11/25/2019 13:07,no,product,1
69,Maybelline,Face,Maybelline Fit Me Matte+Poreless Foundation with Pump,15.92,awfullymel,very fast delivery, 222 True Beige,4,11/15/2019 19:30,no,delivery,1
70,Maybelline,Face,Maybelline Fit Me Matte+Poreless Foundation with Pump,15.92,awfullymel,items in good condition, 222 True Beige,4,11/15/2019 19:30,no,delivery,1
71,Maybelline,Face,Maybelline Fit Me Matte+Poreless Foundation with Pump,15.92,clxrize,delivered to doorstep in bubble wrapped package, 128 Warm Nude,5,11/22/2019 17:23,no,delivery,1
72,Maybelline,Face,Maybelline Fit Me Matte+Poreless Foundation with Pump,15.92,clxrize,rly like this foundation so far, 128 Warm Nude,5,11/22/2019 17:23,no,product,1
73,Maybelline,Face,Maybelline Fit Me Matte+Poreless Foundation with Pump,15.92,abby7ng,received fast, 220 Natural Beige,5,11/25/2019 11:27,no,delivery,1
74,Maybelline,Face,Maybelline Fit Me Matte+Poreless Foundation with Pump,15.92,abby7ng,items as described, 220 Natural Beige,5,11/25/2019 11:27,no,product,0
75,Maybelline,Face,Maybelline Fit Me Matte+Poreless Foundation with Pump,15.92,shelamaris,fast delivery!, 220 Natural Beige,5,11/23/2019 15:55,no,delivery,1
76,Maybelline,Face,Maybelline Fit Me Matte+Poreless Foundation with Pump,15.92,chewlizzie,"love the colour, fit me well but a bit liquidy", 115 Ivory,5,11/21/2019 20:24,no,product,0
77,Maybelline,Face,Maybelline Fit Me Matte+Poreless Foundation with Pump,15.92,chewlizzie,good coverage, 115 Ivory,5,11/21/2019 20:24,no,product,1
78,Maybelline,Face,Maybelline Fit Me Matte+Poreless Foundation with Pump,15.92,kerrinkow,bought 2 bottles during 11.11 sale and each bottle is almost half the retail prices!, 120 Classic Ivory,5,11/21/2019 12:26,no,product,1
79,Maybelline,Face,Maybelline Fit Me Matte+Poreless Foundation with Pump,15.92,pris0204,and i got the foundation at a very discounted rate, 120 Classic Ivory,5,11/20/2019 16:52,no,product,1
80,Maybelline,Face,Maybelline Fit Me Matte+Poreless Foundation with Pump,15.92,pris0204,"brand new, correct ordered shade", 120 Classic Ivory,5,11/20/2019 16:52,no,product,1
81,Maybelline,Face,Maybelline Fit Me Matte+Poreless Foundation with Pump,15.92,pris0204,"thank uuuu, will repurchase!", 120 Classic Ivory,5,11/20/2019 16:52,no,product,1
82,Maybelline,Face,Maybelline Fit Me Matte+Poreless Foundation with Pump,15.92,mxntsuga93,item was shipped during the same day i ordered and was delivered a day after, 310 Sun Beige,5,11/13/2019 19:42,no,delivery,1
83,Maybelline,Face,Maybelline Fit Me Matte+Poreless Foundation with Pump,15.92,agnes191,"fast delivery, well packed", 115 Ivory,5,11/24/2019 16:59,no,delivery,1
84,Maybelline,Face,Maybelline Fit Me Matte+Poreless Foundation with Pump,15.92,ayeedah_,got it safe and sound!, 228 Soft Tan,5,11/25/2019 17:39,no,delivery,1
85,Maybelline,Face,Maybelline Fit Me Matte+Poreless Foundation with Pump,15.92,mrschoo2009,good buy ., 115 Ivory,5,11/21/2019 19:10,no,product,1
86,Maybelline,Face,Maybelline Fit Me Matte+Poreless Foundation with Pump,15.92,mrschoo2009,happy buyer hereðÿ˜, 115 Ivory,5,11/21/2019 19:10,no,product,1
87,Maybelline,Face,Maybelline Fit Me Matte+Poreless Foundation with Pump,15.92,azmiisnin,received 2 days after ordering, 120 Classic Ivory,5,11/13/2019 14:34,no,delivery,1
88,Maybelline,Face,Maybelline Fit Me Matte+Poreless Foundation with Pump,15.92,azmiisnin,sealed in a bubble wrapped packaging, 120 Classic Ivory,5,11/13/2019 14:34,no,delivery,1
89,Maybelline,Face,Maybelline Fit Me Matte+Poreless Foundation with Pump,15.92,baebhygirll,"price is cheaper than retail , bought it for $12 plus", 310 Sun Beige,5,11/12/2019 14:16,no,product,1
90,Maybelline,Face,Maybelline Fit Me Matte+Poreless Foundation with Pump,15.92,hanizhalim,very quick confirmation and delivery, 228 Soft Tan,5,11/13/2019 15:29,no,delivery,1
91,Maybelline,Face,Maybelline Fit Me Matte+Poreless Foundation with Pump,15.92,hanizhalim,product mfg date is 072019, 228 Soft Tan,5,11/13/2019 15:29,no,product,-1
92,Maybelline,Face,Maybelline Fit Me Matte+Poreless Foundation with Pump,15.92,hanizhalim,item is also cheaper compared to the ones sold in drugstore, 228 Soft Tan,5,11/13/2019 15:29,no,product,1
93,Maybelline,Face,Maybelline Fit Me Matte+Poreless Foundation with Pump,15.92,crystalsing,received item in good condition, 120 Classic Ivory,5,10/31/2019 15:57,no,delivery,1
94,Maybelline,Face,Maybelline Fit Me Matte+Poreless Foundation with Pump,15.92,nxxxxhz,rcved my parcel the next day via door step delivery, 220 Natural Beige,4,11/8/2019 23:35,no,delivery,1
95,Maybelline,Face,Maybelline Fit Me Matte+Poreless Foundation with Pump,15.92,nxxxxhz,4 star cause my pores are still visible after application, 220 Natural Beige,4,11/8/2019 23:35,no,product,-1
96,Maybelline,Face,Maybelline Fit Me Matte+Poreless Foundation with Pump,15.92,nxxxxhz,price is cheaper compare to those 2 giant drug stores, 220 Natural Beige,4,11/8/2019 23:35,no,product,1
97,Maybelline,Face,Maybelline Fit Me Matte+Poreless Foundation with Pump,15.92,ashleyliu26,well received!, 115 Ivory,5,11/22/2019 22:44,no,delivery,1
98,Maybelline,Face,Maybelline Fit Me Matte+Poreless Foundation with Pump,15.92,rubycolada,color 228 really suit my skin tone, 228 Soft Tan,5,11/9/2019 0:28,no,product,1
99,Maybelline,Face,Maybelline Fit Me Matte+Poreless Foundation with Pump,15.92,rubycolada,so far this is the best affordable foundation i ever tried, 228 Soft Tan,5,11/9/2019 0:28,no,product,1
100,Maybelline,Face,Maybelline Fit Me Matte+Poreless Foundation with Pump,15.92,sabeaye,only deliver foundation, 332 Golden Caramel,1,11/21/2019 19:43,no,product,-1
101,Maybelline,Face,Maybelline Fit Me Matte+Poreless Foundation with Pump,15.92,sabeaye,not as per advertisement, 332 Golden Caramel,1,11/21/2019 19:43,no,product,-1
102,Maybelline,Face,Maybelline Fit Me Matte+Poreless Foundation with Pump,15.92,sabeaye,mascara not even 1 included, 332 Golden Caramel,1,11/21/2019 19:43,no,product,-1
103,Maybelline,Face,Maybelline Fit Me Matte+Poreless Foundation with Pump,15.92,scbtinqzxc,well received, 120 Classic Ivory,5,11/14/2019 19:09,no,product,1
104,Maybelline,Face,Maybelline Fit Me Matte+Poreless Foundation with Pump,15.92,scbtinqzxc,happy that there's free mascara along, 120 Classic Ivory,5,11/14/2019 19:09,no,product,1
105,Maybelline,Face,Maybelline Fit Me Matte+Poreless Foundation with Pump,15.92,zulmatthews,item came packed in bubble wrap, 115 Ivory,5,11/14/2019 16:34,no,product,1
106,Maybelline,Face,Maybelline Fit Me Matte+Poreless Foundation with Pump,15.92,nadtanj,been using it, 230 Natural Buff,5,11/19/2019 16:49,no,product,1
107,Maybelline,Face,Maybelline Fit Me Matte+Poreless Foundation with Pump,15.92,emtan1611,came nicely packaged protecting the bottle, 128 Warm Nude,5,11/8/2019 0:18,no,product,1
108,Maybelline,Face,Maybelline Fit Me Matte+Poreless Foundation with Pump,15.92,adilahmonty,made it a whole lot easier to use, 228 Soft Tan,5,11/3/2019 13:25,no,product,1
109,Maybelline,Face,Maybelline Fit Me Matte+Poreless Foundation with Pump,15.92,nadirahhaliahh,definitely a bargain, 228 Soft Tan,5,11/13/2019 16:15,no,product,1
110,Maybelline,Face,Maybelline Fit Me Matte+Poreless Foundation with Pump,15.92,nadirahhaliahh,product came in 2 days, 228 Soft Tan,5,11/13/2019 16:15,no,delivery,1
111,Maybelline,Face,Maybelline Fit Me Matte+Poreless Foundation with Pump,15.92,nadirahhaliahh,gotten a free mascara too, 228 Soft Tan,5,11/13/2019 16:15,no,product,1
112,Maybelline,Face,Maybelline Fit Me Matte+Poreless Foundation with Pump,15.92,batmiz,great value for money one of my fave foundations ever, 230 Natural Buff,5,11/7/2019 19:36,no,product,1
113,Maybelline,Face,Maybelline Fit Me Matte+Poreless Foundation with Pump,15.92,batmiz,arrived well packed, 230 Natural Buff,5,11/7/2019 19:36,no,delivery,1
114,Maybelline,Face,Maybelline Fit Me Matte+Poreless Foundation with Pump,15.92,mavisysh,delivery was super quick, 130 Buff Beige,5,11/6/2019 19:00,no,delivery,1
115,Maybelline,Face,Maybelline Fit Me Matte+Poreless Foundation with Pump,15.92,mavisysh,item arrived in perfect condition!, 130 Buff Beige,5,11/6/2019 19:00,no,product,1
116,Maybelline,Face,Maybelline Fit Me Matte+Poreless Foundation with Pump,15.92,charissobremonte,super fast delivery, 120 Classic Ivory,5,11/12/2019 10:17,no,delivery,1
117,Maybelline,Face,Maybelline Fit Me Matte+Poreless Foundation with Pump,15.92,charissobremonte,order yesterday received today, 120 Classic Ivory,5,11/12/2019 10:17,no,delivery,1
118,Maybelline,Face,Maybelline Fit Me Matte+Poreless Foundation with Pump,15.92,naqilahbtem,even tried the pump, 130 Buff Beige,5,10/24/2019 11:09,no,product,0
119,Maybelline,Face,Maybelline Fit Me Matte+Poreless Foundation with Pump,15.92,rejeanlee2019,fast delivery, 220 Natural Beige,5,11/13/2019 13:00,no,delivery,1
120,Maybelline,Face,Maybelline Fit Me Matte+Poreless Foundation with Pump,15.92,liandejose0805,received it just in time, 128 Warm Nude,5,11/8/2019 15:35,no,delivery,1
121,Maybelline,Face,Maybelline Fit Me Matte+Poreless Foundation with Pump,15.92,liandejose0805,i will be trying this new shade, 128 Warm Nude,5,11/8/2019 15:35,no,product,0
122,Maybelline,Face,Maybelline Fit Me Matte+Poreless Foundation with Pump,15.92,maxine89,bought during flash deal, 115 Ivory,5,10/31/2019 22:23,no,product,1
123,Maybelline,Face,Maybelline Fit Me Matte+Poreless Foundation with Pump,15.92,maxine89,good buy plus it comes with a small gift, 115 Ivory,5,10/31/2019 22:23,no,product,1
124,Maybelline,Face,Maybelline Fit Me Matte+Poreless Foundation with Pump,15.92,marcuspzy,heard good reviews about this product, 230 Natural Buff,5,11/7/2019 20:30,no,product,1
125,Maybelline,Face,Maybelline Fit Me Matte+Poreless Foundation with Pump,15.92,marcuspzy,thanks for the freebie too, 230 Natural Buff,5,11/7/2019 20:30,no,product,1
126,Maybelline,Face,Maybelline Fit Me Matte+Poreless Foundation with Pump,15.92,xuann2,good delivery to door step, 220 Natural Beige,5,10/31/2019 14:46,no,delivery,1
127,Maybelline,Face,Maybelline Fit Me Matte+Poreless Foundation with Pump,15.92,xuann2,"bought as a gift, i never try it", 220 Natural Beige,5,10/31/2019 14:46,no,product,0
128,Maybelline,Face,Maybelline Fit Me Matte+Poreless Foundation with Pump,15.92,xuann2,hope it is good., 220 Natural Beige,5,10/31/2019 14:46,no,product,0
129,Maybelline,Face,Maybelline Fit Me Matte+Poreless Foundation with Pump,15.92,chiampions,good to use, 115 Ivory,5,11/13/2019 18:04,no,product,1
130,Maybelline,Face,Maybelline Fit Me Matte+Poreless Foundation with Pump,15.92,debbieindrayani,fast delivered., 222 True Beige,4,11/13/2019 18:28,no,delivery,1
131,Maybelline,Face,Maybelline Fit Me Matte+Poreless Foundation with Pump,15.92,debbieindrayani,product good, 222 True Beige,4,11/13/2019 18:28,no,delivery,1
132,Maybelline,Face,Maybelline Fit Me Matte+Poreless Foundation with Pump,15.92,charminder,came with a free mascara so it was a great deal, 115 Ivory,5,11/3/2019 2:11,no,product,1
133,Maybelline,Face,Maybelline Fit Me Matte+Poreless Foundation with Pump,15.92,lishan0613,great price during flash deal!, 115 Ivory,5,10/31/2019 22:28,no,product,1
134,Maybelline,Face,Maybelline Fit Me Matte+Poreless Foundation with Pump,15.92,fabianjow123,will buy it next time, 128 Warm Nude,5,11/2/2019 12:14,no,product,1
135,Maybelline,Face,Maybelline Fit Me Matte+Poreless Foundation with Pump,15.92,lohjiaying159,received in good condition, 115 Ivory,5,10/31/2019 13:58,no,product,1
136,Maybelline,Face,Maybelline Fit Me Matte+Poreless Foundation with Pump,15.92,keithming,very fast delivery, 220 Natural Beige,5,11/1/2019 21:00,no,delivery,1
137,Maybelline,Face,Maybelline Fit Me Matte+Poreless Foundation with Pump,15.92,junetancf,delivery is pretty fast, 120 Classic Ivory,5,10/31/2019 23:13,no,delivery,1
138,Maybelline,Face,Maybelline Fit Me Matte+Poreless Foundation with Pump,15.92,junetancf,receive within 1 week, 120 Classic Ivory,5,10/31/2019 23:13,no,delivery,1
139,Maybelline,Face,Maybelline Fit Me Matte+Poreless Foundation with Pump,15.92,junetancf,well packed, 120 Classic Ivory,5,10/31/2019 23:13,no,product,1
140,Maybelline,Face,Maybelline Fit Me Matte+Poreless Foundation with Pump,15.92,junetancf,comes with free mascara, 120 Classic Ivory,5,10/31/2019 23:13,no,product,1
141,Maybelline,Face,Maybelline Fit Me Matte+Poreless Foundation with Pump,15.92,oofoo,received in good condition, 220 Natural Beige,5,11/7/2019 21:09,no,product,1
142,Maybelline,Face,Maybelline Fit Me Matte+Poreless Foundation with Pump,15.92,sweswe30,fast delivery-thanks seller, 128 Warm Nude,5,10/31/2019 13:50,no,delivery,1
143,Maybelline,Face,Maybelline Fit Me Matte+Poreless Foundation with Pump,15.92,was2910,"received today, hope it work well.", 115 Ivory,5,10/21/2019 22:57,no,product,0
144,Maybelline,Face,Maybelline Fit Me Matte+Poreless Foundation with Pump,15.92,chuacharissa,bought wrong shade., 120 Classic Ivory,3,10/13/2019 18:49,no,product,0
145,Maybelline,Face,Maybelline Fit Me Matte+Poreless Foundation with Pump,15.92,chuacharissa,try refunding but they rejected.., 120 Classic Ivory,3,10/13/2019 18:49,no,product,0
146,Maybelline,Face,Maybelline Fit Me Matte+Poreless Foundation with Pump,15.92,kjs1200,fast delivery, 115 Ivory,5,10/19/2019 12:15,no,delivery,1
147,Maybelline,Face,Maybelline Fit Me Matte+Poreless Foundation with Pump,15.92,kjs1200,foundation came sealed, 115 Ivory,5,10/19/2019 12:15,no,product,1
148,Maybelline,Face,Maybelline Fit Me Matte+Poreless Foundation with Pump,15.92,kjs1200,good that it has a pump, 115 Ivory,5,10/19/2019 12:15,no,product,1
149,Maybelline,Face,Maybelline Fit Me Matte+Poreless Foundation with Pump,15.92,sixtymandy,delivery took way longer than expected for domestic delivery - more than 2 weeks, 115 Ivory,3,9/28/2019 13:53,no,delivery,-1
150,Maybelline,Face,Maybelline Fit Me Matte+Poreless Foundation with Pump,15.92,euniceephua,received in good condition, 120 Classic Ivory,5,10/10/2019 3:38,no,product,1
151,Maybelline,Face,Maybelline Fit Me Matte+Poreless Foundation with Pump,15.92,amaaanina,not bad shipping, 128 Warm Nude,5,9/10/2019 1:52,no,delivery,0
152,Maybelline,Face,Maybelline Fit Me Matte+Poreless Foundation with Pump,15.92,amaaanina,ordered on 2/9 received 9/9, 128 Warm Nude,5,9/10/2019 1:52,no,delivery,1
