,Brand,Category,Product Name ,Price,Review,Product Purchase,Ratings,Date Or Review
15,l-oreal-paris,Shampoo,L'Oreal Paris EverSleek Keratin Caring Shampoo,$15.90,No comments/review is an image,Volume (ml):250,5,04 Dec 2018
16,l-oreal-paris,Shampoo,L'Oreal Paris Fall Resist 3X Anti-Hair Fall Shampoo 330ml,$6.63,Wrong items were sent and the items had to be sent back before I can receive the ones I actually ordered. I was told that pick-up for the return was possible on Saturday only to be notified by the driver that it's not. The whole process took 3 weeks from the time I placed the order to now and still I haven't received my items. No compensation was offered for the blunder on their part. Extremely poor service.,Volume (ml):330,1,19 Oct 2018
17,l-oreal-paris,Shampoo,L'Oreal Paris Fall Resist 3X Anti-Hair Fall Shampoo 330ml,$6.63,No comments/review is an image,Volume (ml):330,5,4 weeks ago
18,l-oreal-paris,Shampoo,L'Oreal Paris Fall Resist 3X Anti-Hair Fall Shampoo 330ml,$6.63,No comments/review is an image,Volume (ml):330,5,11 Sep 2019
19,l-oreal-paris,Shampoo,L'Oreal Paris Fall Resist 3X Anti-Hair Fall Shampoo 330ml,$6.63,No comments/review is an image,Volume (ml):330,5,20 Oct 2018
20,l-oreal-paris,Shampoo,L'Oreal Paris Hyaluron Moisture Mask Hyaluronic Acid 250ml,$15.90,All are good. Good buy,Volume (ml):250,5,1 week ago
21,l-oreal-paris,Shampoo,L'Oreal Paris Hyaluron Moisture Mask Hyaluronic Acid 250ml,$15.90,so glad I found it! cant find in any shop.,Volume (ml):250,5,17 Nov 2019
22,l-oreal-paris,Shampoo,L'Oreal Paris Color-Vive Protecting Shampoo 330ml,$6.63,No comments/review is an image,Volume (ml):330,4,4 weeks ago
23,l-oreal-paris,Shampoo,L'Oreal Paris Color-Vive Protecting Shampoo 330ml,$6.63,No comments/review is an image,Volume (ml):330,5,4 weeks ago
24,l-oreal-paris,Shampoo,L'Oreal Paris Elseve Keratin Smooth 1 Minute Perfecting Mask,$14.90,All are good. Good buy,Volume (ml):200,5,1 week ago
25,l-oreal-paris,Shampoo,L'Oreal Paris Elseve Keratin Smooth 1 Minute Perfecting Mask,$14.90,No comments/review is an image,Volume (ml):200,5,18 Mar 2019
26,l-oreal-paris,Shampoo,L'Oreal Paris Elseve Extraordinary Oil Shampoo 440ml,$13.43,No comments/review is an image,Volume (ml):440,5,31 Mar 2019
27,l-oreal-paris,Shampoo,L'Oreal Paris Elseve Extraordinary Oil Shampoo 440ml,$13.43,No comments/review is an image,Volume (ml):440,5,21 Mar 2019
28,l-oreal-paris,Shampoo,L'Oreal Paris Elseve Extraordinary Oil Shampoo 440ml,$13.43,No comments/review is an image,Volume (ml):440,4,10 Nov 2018
29,l-oreal-paris,Shampoo,L'Oreal Paris Elseve Extraordinary Oil Shampoo 440ml,$13.43,No comments/review is an image,Volume (ml):440,4,05 Jan 2019
30,l-oreal-paris,Shampoo,L'Oreal Paris Elseve Extraordinary Oil Shampoo 440ml,$13.43,No comments/review is an image,Volume (ml):440,5,22 Nov 2018
31,l-oreal-paris,Shampoo,L'Oreal Paris Elseve Extraordinary Oil Shampoo 440ml,$13.43,No comments/review is an image,Volume (ml):440,4,27 Sep 2018
32,l-oreal-paris,Shampoo,L'Oreal Paris Color Vive Shampoo 450ml,$11.90,Love this product! The sellers even add in some freebies like a mask and a small bottle of makeup remover!,Volume (ml):450,5,12 Oct 2019
33,l-oreal-paris,Shampoo,L'Oreal Paris EverStrong Thickening Conditioner,$15.90,No comments/review is an image,Volume (ml):250,4,22 Nov 2018
34,l-oreal-paris,Shampoo,L'Oreal Paris EverStrong Thickening Conditioner,$15.90,No comments/review is an image,Volume (ml):250,5,01 Nov 2018
35,l-oreal-paris,Shampoo,L'Oreal Paris Elseve Total Repair 5 1 Minute Repairing Mask,$14.90,Fast delivery!,Volume (ml):200,5,15 Feb 2019
36,l-oreal-paris,Shampoo,L'Oreal Paris Elseve Total Repair 5 1 Minute Repairing Mask,$14.90,No comments/review is an image,Volume (ml):200,5,30 Apr 2019
37,l-oreal-paris,Shampoo,L'Oreal Paris EverStrong Thickening Shampoo,$15.90,Item leaking on arrival but store arranged for replacement,Volume (ml):250,5,27 Jan 2019
38,l-oreal-paris,Shampoo,L'Oreal Paris EverStrong Thickening Shampoo,$15.90,No comments/review is an image,Volume (ml):250,5,4 weeks ago
39,l-oreal-paris,Shampoo,L'Oreal Paris EverStrong Thickening Shampoo,$15.90,No comments/review is an image,Volume (ml):250,5,01 Nov 2018
40,l-oreal-paris,Shampoo,L'Oreal Paris EverPure Repair & Defend Conditioner,$15.90,No comments/review is an image,Volume (ml):250,5,11 Sep 2019
41,l-oreal-paris,Shampoo,L'Oreal Paris EverPure Repair & Defend Conditioner,$15.90,No comments/review is an image,Volume (ml):250,5,17 May 2018
42,l-oreal-paris,Shampoo,L'Oreal Paris Evercreme Deep Nourishing Shampoo,$15.90,No comments/review is an image,Volume (ml):300,5,04 Dec 2018
43,l-oreal-paris,Shampoo,L'Oreal Paris EverPure Repair & Defend Shampoo,$15.90,No comments/review is an image,Volume (ml):250,5,4 weeks ago
44,l-oreal-paris,Shampoo,L'Oreal Paris EverPure Repair & Defend Shampoo,$15.90,No comments/review is an image,Volume (ml):250,5,4 weeks ago
45,l-oreal-paris,Shampoo,L'Oreal Paris EverPure Repair & Defend Shampoo,$15.90,No comments/review is an image,Volume (ml):250,5,18 Jul 2019
46,l-oreal-paris,Shampoo,L'Oreal Paris EverPure Repair & Defend Shampoo,$15.90,No comments/review is an image,Volume (ml):250,5,17 Dec 2018
47,l-oreal-paris,Shampoo,L'Oreal Paris EverPure Repair & Defend Shampoo,$15.90,No comments/review is an image,Volume (ml):250,5,02 Nov 2018
48,l-oreal-paris,Shampoo,L'Oreal Paris Total Repair 5 Repairing Shampoo 330ml,$6.63,Gd quality. Thanks L'Oreal,Volume (ml):330,5,14 Jan 2019
49,l-oreal-paris,Shampoo,L'Oreal Paris Total Repair 5 Repairing Shampoo 330ml,$6.63,Good buy. Thanks L'Oreal,Volume (ml):330,5,14 Jan 2019
50,l-oreal-paris,Shampoo,L'Oreal Paris Total Repair 5 Repairing Shampoo 330ml,$6.63,Wrong items were sent and the items had to be sent back before I can receive the ones I actually ordered. I was told that pick-up for the return was possible on Saturday only to be notified by the driver that it's not. The whole process took 3 weeks from the time I placed the order to now and still I haven't received my items. No compensation was offered for the blunder on their part. Extremely poor service.,Volume (ml):330,1,19 Oct 2018
51,l-oreal-paris,Shampoo,L'Oreal Paris Total Repair 5 Repairing Shampoo 330ml,$6.63,No comments/review is an image,Volume (ml):330,5,4 weeks ago
52,l-oreal-paris,Shampoo,L'Oreal Paris Total Repair 5 Repairing Shampoo 330ml,$6.63,No comments/review is an image,Volume (ml):330,3,27 Oct 2018
53,l-oreal-paris,Shampoo,L'Oreal Paris Total Repair 5 Repairing Shampoo 330ml,$6.63,No comments/review is an image,Volume (ml):330,5,28 Sep 2018
54,l-oreal-paris,Shampoo,L'Oreal Paris Keratin Smooth 72H Perfecting Shampoo 330ml,$6.63,No comments/review is an image,Volume (ml):330,5,4 weeks ago
55,l-oreal-paris,Shampoo,L'Oreal Paris Keratin Smooth 72H Perfecting Shampoo 330ml,$6.63,No comments/review is an image,Volume (ml):330,5,06 Apr 2019
56,l-oreal-paris,Shampoo,L'Oreal Paris EverPure Moisture Shampoo,$15.90,No comments/review is an image,Volume (ml):175,5,4 weeks ago
57,l-oreal-paris,Shampoo,L'Oreal Paris EverPure Moisture Shampoo,$15.90,No comments/review is an image,Volume (ml):175,5,13 Sep 2019
58,l-oreal-paris,Shampoo,L'Oreal Paris EverPure Moisture Shampoo,$15.90,No comments/review is an image,Volume (ml):175,5,04 Dec 2018
59,l-oreal-paris,Shampoo,Botanicals Lavender Soothing Shampoo,$8.95,All are good. Good buy,Volume (ml):400,5,1 week ago
60,l-oreal-paris,Shampoo,Botanicals Lavender Soothing Shampoo,$8.95,well received.  thank you,Volume (ml):400,5,03 Apr 2019
61,l-oreal-paris,Shampoo,Botanicals Lavender Soothing Shampoo,$8.95,Smells great and my wife loved it.,Volume (ml):400,5,28 Mar 2019
62,l-oreal-paris,Shampoo,Botanicals Lavender Soothing Shampoo,$8.95,"Smell still ok, after wash really feel clean and fresh.",Volume (ml):400,4,20 Oct 2018
63,l-oreal-paris,Shampoo,Botanicals Lavender Soothing Shampoo,$8.95,Fast delivery! Delivered in good condition,Volume (ml):400,5,14 Dec 2018
64,l-oreal-paris,Shampoo,Botanicals Lavender Soothing Shampoo,$8.95,love the scent.,Volume (ml):400,5,05 Nov 2018
65,l-oreal-paris,Shampoo,Botanicals Lavender Soothing Shampoo,$8.95,No comments/review is an image,Volume (ml):400,5,05 Oct 2019
66,l-oreal-paris,Shampoo,Botanicals Lavender Soothing Shampoo,$8.95,No comments/review is an image,Volume (ml):400,5,04 Oct 2019
67,l-oreal-paris,Shampoo,Botanicals Lavender Soothing Shampoo,$8.95,No comments/review is an image,Volume (ml):400,5,03 Oct 2019
68,l-oreal-paris,Shampoo,Botanicals Lavender Soothing Shampoo,$8.95,No comments/review is an image,Volume (ml):400,5,11 Sep 2019
69,l-oreal-paris,Shampoo,Botanicals Lavender Soothing Shampoo,$8.95,No comments/review is an image,Volume (ml):400,5,04 Oct 2019
70,l-oreal-paris,Shampoo,Botanicals Lavender Soothing Shampoo,$8.95,No comments/review is an image,Volume (ml):400,5,20 Jul 2019
71,l-oreal-paris,Shampoo,Botanicals Lavender Soothing Shampoo,$8.95,No comments/review is an image,Volume (ml):400,5,18 Jul 2019
72,l-oreal-paris,Shampoo,Botanicals Lavender Soothing Shampoo,$8.95,No comments/review is an image,Volume (ml):400,5,11 Jun 2019
73,l-oreal-paris,Shampoo,Botanicals Lavender Soothing Shampoo,$8.95,No comments/review is an image,Volume (ml):400,5,05 Apr 2019
74,l-oreal-paris,Shampoo,Botanicals Lavender Soothing Shampoo,$8.95,No comments/review is an image,Volume (ml):400,3,04 Apr 2019
75,l-oreal-paris,Shampoo,Botanicals Lavender Soothing Shampoo,$8.95,No comments/review is an image,Volume (ml):400,5,24 Feb 2019
76,l-oreal-paris,Shampoo,Botanicals Lavender Soothing Shampoo,$8.95,No comments/review is an image,Volume (ml):400,5,18 Jan 2019
77,l-oreal-paris,Shampoo,Botanicals Lavender Soothing Shampoo,$8.95,No comments/review is an image,Volume (ml):400,5,23 Nov 2018
78,l-oreal-paris,Shampoo,Botanicals Lavender Soothing Shampoo,$8.95,No comments/review is an image,Volume (ml):400,5,22 Nov 2018
79,l-oreal-paris,Shampoo,Botanicals Lavender Soothing Shampoo,$8.95,No comments/review is an image,Volume (ml):400,5,16 Nov 2018
80,l-oreal-paris,Shampoo,Botanicals Lavender Soothing Shampoo,$8.95,No comments/review is an image,Volume (ml):400,4,16 Dec 2018
81,l-oreal-paris,Shampoo,L'Oreal Paris EverSleek Keratin Caring Conditioner,$15.90,No comments/review is an image,Volume (ml):250,5,13 Sep 2019
82,l-oreal-paris,Shampoo,L'Oreal Paris EverSleek Keratin Caring Conditioner,$15.90,No comments/review is an image,Volume (ml):250,4,05 Jan 2019
83,l-oreal-paris,Shampoo,L'Oreal Paris Smooth Intense Caring Shampoo 300ml,$9.90,No comments/review is an image,Volume (ml):300,5,4 weeks ago
84,l-oreal-paris,Shampoo,L'Oreal Paris Smooth Intense Caring Shampoo 300ml,$9.90,No comments/review is an image,Volume (ml):300,1,06 Aug 2018
85,l-oreal-paris,Shampoo,L'Oreal Paris Elseve Fall Repair 3X 1 Minute Treatment Mask,$14.90,No comments/review is an image,Volume (ml):200,3,12 Sep 2018
86,l-oreal-paris,Shampoo,L'Oreal Paris Fall Resist 3X Anti-Hair Fall Shampoo 650ml,$8.62,Best buy. Thanks L'Oreal,Volume (ml):650,5,14 Jan 2019
87,l-oreal-paris,Shampoo,L'Oreal Paris Fall Resist 3X Anti-Hair Fall Shampoo 650ml,$8.62,"Like this shampoo, got it on discount price cheaper than retail. Delivery was fat too",Volume (ml):650,5,13 Sep 2018
88,l-oreal-paris,Shampoo,L'Oreal Paris Fall Resist 3X Anti-Hair Fall Shampoo 650ml,$8.62,Not suitable to my hair so can’t comment more. Lost a lot of hairs by using it. Changed to another Japanese shampoo . The hair stopped dropping immediately,Volume (ml):650,1,20 Dec 2018
89,l-oreal-paris,Shampoo,L'Oreal Paris Fall Resist 3X Anti-Hair Fall Shampoo 650ml,$8.62,Received in 2 days! I think it is cheaper than buying outside.,Volume (ml):650,5,14 Dec 2019
90,l-oreal-paris,Shampoo,L'Oreal Paris Fall Resist 3X Anti-Hair Fall Shampoo 650ml,$8.62,"Delivery box was sturdy, products look fine. Everything good",Volume (ml):650,5,16 Nov 2019
91,l-oreal-paris,Shampoo,L'Oreal Paris Fall Resist 3X Anti-Hair Fall Shampoo 650ml,$8.62,Great deal👍👍,Volume (ml):650,5,17 Sep 2019
92,l-oreal-paris,Shampoo,L'Oreal Paris Fall Resist 3X Anti-Hair Fall Shampoo 650ml,$8.62,No comments/review is an image,Volume (ml):650,5,4 weeks ago
93,l-oreal-paris,Shampoo,L'Oreal Paris Fall Resist 3X Anti-Hair Fall Shampoo 650ml,$8.62,No comments/review is an image,Volume (ml):650,5,12 Sep 2019
94,l-oreal-paris,Shampoo,L'Oreal Paris Fall Resist 3X Anti-Hair Fall Shampoo 650ml,$8.62,No comments/review is an image,Volume (ml):650,5,08 Sep 2019
95,l-oreal-paris,Shampoo,L'Oreal Paris Fall Resist 3X Anti-Hair Fall Shampoo 650ml,$8.62,No comments/review is an image,Volume (ml):650,5,18 Feb 2019
96,l-oreal-paris,Shampoo,L'Oreal Paris Kids Swim And Sport Shampoo 265 ML,$8.90,Original and authentic looks,Volume (ml):265,5,24 Feb 2019
97,l-oreal-paris,Shampoo,L'Oreal Paris Kids Swim And Sport Shampoo 265 ML,$8.90,Good buy. Deliver with presents 👍,Volume (ml):265,5,04 Oct 2019
98,l-oreal-paris,Shampoo,L'Oreal Paris Kids Swim And Sport Shampoo 265 ML,$8.90,"Very runny, can cause wastage if not careful when pouring.",Volume (ml):265,5,14 Sep 2019
99,l-oreal-paris,Shampoo,L'Oreal Paris Kids Swim And Sport Shampoo 265 ML,$8.90,No comments/review is an image,Volume (ml):265,5,20 Dec 2018
100,l-oreal-paris,Shampoo,L'Oreal Paris Total Repair 5 Repairing Shampoo 650ml,$8.62,Original and authentic,Volume (ml):700,5,24 Feb 2019
101,l-oreal-paris,Shampoo,L'Oreal Paris Total Repair 5 Repairing Shampoo 650ml,$8.62,No comments/review is an image,Volume (ml):700,5,21 Aug 2019
102,l-oreal-paris,Shampoo,L'Oreal Paris Total Repair 5 Repairing Shampoo 650ml,$8.62,No comments/review is an image,Volume (ml):700,5,11 Dec 2018
103,l-oreal-paris,Shampoo,L'Oreal Paris EverCurl Hydracharge Shampoo,$15.90,No comments/review is an image,Volume (ml):250,5,17 Sep 2019
104,l-oreal-paris,Shampoo,L'Oreal Paris EverCurl Hydracharge Shampoo,$15.90,No comments/review is an image,Volume (ml):250,5,30 Mar 2019
105,l-oreal-paris,Shampoo,L'Oreal Paris EverPure Moisture Conditioner,$15.90,No comments/review is an image,Volume (ml):175,5,04 Dec 2018
106,l-oreal-paris,Shampoo,L'Oreal Paris Keratin Smooth 72H Perfecting Conditioner 450ml,$8.62,No comments/review is an image,Volume (ml):450,4,26 Aug 2018
107,l-oreal-paris,Hair Oils,L'Oreal Paris Fall Resist 3X Anti-Hair Fall Conditioner 330ml,$7.97,No comments/review is an image,Volume (ml):325,5,20 Oct 2018
108,l-oreal-paris,Hair Oils,L'Oreal Paris Fall Resist 3X Anti-Hair Fall Conditioner 330ml,$7.97,No comments/review is an image,Volume (ml):325,5,29 Nov 2018
109,l-oreal-paris,Hair Oils,Extraordinary Oil - Gold 100ml (For All Hair Types) by L'Oréal Paris Elseve,$17.93,My 2nd bottle. Leaves my hair smooth & shiny. Also my heavily dyed hair doesn’t turn into hay so quickly. So I try to apply this a few times a day.,Volume (ml):100,5,18 Jul 2019
110,l-oreal-paris,Hair Oils,Extraordinary Oil - Gold 100ml (For All Hair Types) by L'Oréal Paris Elseve,$17.93,Item came well packed. Fast delivery. Seller ever included free gift. Thank you so much!,Volume (ml):100,5,02 Oct 2019
111,l-oreal-paris,Hair Oils,Extraordinary Oil - Gold 100ml (For All Hair Types) by L'Oréal Paris Elseve,$17.93,Fast delivery. Ordered on 1 Oct & received on 3 Oct. Comes with free gift. Nicely protected & packed. Yet to try.,Volume (ml):100,5,03 Oct 2019
112,l-oreal-paris,Hair Oils,Extraordinary Oil - Gold 100ml (For All Hair Types) by L'Oréal Paris Elseve,$17.93,Fast delivery and received in good condition,Volume (ml):100,5,30 Mar 2019
113,l-oreal-paris,Hair Oils,Extraordinary Oil - Gold 100ml (For All Hair Types) by L'Oréal Paris Elseve,$17.93,Looking good but haven’t tried yet,Volume (ml):100,5,07 Oct 2019
114,l-oreal-paris,Hair Oils,Extraordinary Oil - Gold 100ml (For All Hair Types) by L'Oréal Paris Elseve,$17.93,All are good. Good buy,Volume (ml):100,5,1 week ago
115,l-oreal-paris,Hair Oils,Extraordinary Oil - Gold 100ml (For All Hair Types) by L'Oréal Paris Elseve,$17.93,Softens hair and is not greasy. Smell is mild.,Volume (ml):100,5,28 Jun 2019
116,l-oreal-paris,Hair Oils,Extraordinary Oil - Gold 100ml (For All Hair Types) by L'Oréal Paris Elseve,$17.93,"good, fast delivery!",Volume (ml):100,5,03 May 2019
117,l-oreal-paris,Hair Oils,Extraordinary Oil - Gold 100ml (For All Hair Types) by L'Oréal Paris Elseve,$17.93,Tried it. My hair is not so dry now.,Volume (ml):100,5,30 Mar 2019
118,l-oreal-paris,Hair Oils,Extraordinary Oil - Gold 100ml (For All Hair Types) by L'Oréal Paris Elseve,$17.93,fast delivery,Volume (ml):100,5,02 Mar 2019
119,l-oreal-paris,Hair Oils,Extraordinary Oil - Gold 100ml (For All Hair Types) by L'Oréal Paris Elseve,$17.93,Good. Not oily ,Volume (ml):100,5,02 Feb 2019
120,l-oreal-paris,Hair Oils,Extraordinary Oil - Gold 100ml (For All Hair Types) by L'Oréal Paris Elseve,$17.93,Super fast delivery. Will try it ASAP. But I have heard very good reviews. ,Volume (ml):100,5,01 Feb 2019
121,l-oreal-paris,Hair Oils,Extraordinary Oil - Gold 100ml (For All Hair Types) by L'Oréal Paris Elseve,$17.93,The oil spilled around the bottle and the item come together with this item also affected.,Volume (ml):100,5,4 weeks ago
122,l-oreal-paris,Hair Oils,Extraordinary Oil - Gold 100ml (For All Hair Types) by L'Oréal Paris Elseve,$17.93,"Product does its job but they shipped a bottle that was leaking. It wasnt the courier's fault since it was bubble wrapped and the leak was contained only in the bottle. The pump is faulty too, keeps leaking and getting stuck when pressed downwards. Probablt just a bad bottle or something... Hard to handle the bottle now cause even after wiping it's still very oily and slippery. Shipped to the wrong address some more.",Volume (ml):100,2,24 Jan 2019
123,l-oreal-paris,Hair Oils,Extraordinary Oil - Gold 100ml (For All Hair Types) by L'Oréal Paris Elseve,$17.93,product received in good condition as advertised,Volume (ml):100,5,15 Sep 2019
124,l-oreal-paris,Hair Oils,Extraordinary Oil - Gold 100ml (For All Hair Types) by L'Oréal Paris Elseve,$17.93,No comments/review is an image,Volume (ml):100,5,3 weeks ago
125,l-oreal-paris,Hair Oils,Extraordinary Oil - Gold 100ml (For All Hair Types) by L'Oréal Paris Elseve,$17.93,No comments/review is an image,Volume (ml):100,5,4 weeks ago
126,l-oreal-paris,Hair Oils,Extraordinary Oil - Gold 100ml (For All Hair Types) by L'Oréal Paris Elseve,$17.93,No comments/review is an image,Volume (ml):100,5,4 weeks ago
127,l-oreal-paris,Hair Oils,Extraordinary Oil - Gold 100ml (For All Hair Types) by L'Oréal Paris Elseve,$17.93,No comments/review is an image,Volume (ml):100,5,16 Dec 2019
128,l-oreal-paris,Hair Oils,Extraordinary Oil - Gold 100ml (For All Hair Types) by L'Oréal Paris Elseve,$17.93,"Give instant shine and maintains frizziness. Moderate lasting effect, would need to reapply every 2-3hours to maintain the frizziness.",Volume (ml):100,4,28 Oct 2018
129,l-oreal-paris,Hair Oils,Extraordinary Oil - Gold 100ml (For All Hair Types) by L'Oréal Paris Elseve,$17.93,A must-have product in the handbag to manage hair anytime of the day. Product is non-oily and absorb fast. Will definitely recommend to friends.,Volume (ml):100,5,22 Oct 2018
130,l-oreal-paris,Hair Oils,Extraordinary Oil - Gold 100ml (For All Hair Types) by L'Oréal Paris Elseve,$17.93,I seriously love this product. Shine my hair and make it soft and silky. And of cuz not oily as u think of. Highly recommended!,Volume (ml):100,5,22 Oct 2018
131,l-oreal-paris,Hair Oils,Extraordinary Oil - Gold 100ml (For All Hair Types) by L'Oréal Paris Elseve,$17.93,"I've tried this product some time back and have since switched to another brand. Not that it's not a good hair oil. It's just not working for my curly frizzy thick bleached hair. Whilst using it, i felt it wasn't meant to help really unruly hair.",Volume (ml):100,5,22 Oct 2018
132,l-oreal-paris,Hair Oils,Extraordinary Oil - Gold 100ml (For All Hair Types) by L'Oréal Paris Elseve,$17.93,"My daily routine of applying this EXTRAORDINARY OIL every Morning on dry hair and it works wonders in helping to condition, moisturize and repair my dry and frizzy rebonded hair ends to make it more presentable! Yeah! :)  I feel it tends to be slightly greasy on hands though but i'm fine with it as long as it helps to keep my hair beautiful!",Volume (ml):100,5,23 Oct 2018
133,l-oreal-paris,Hair Oils,Extraordinary Oil - Gold 100ml (For All Hair Types) by L'Oréal Paris Elseve,$17.93,"I’ve continuously applied before blow drying after my hair perm from last 2 weeks. It make my hair looks so... soft, bouncy and silky, and it was not greasy and perform weightless finish! Overall, I would definitely recommend this for daily hair care or even instant restore hair nourishment.",Volume (ml):100,5,13 Jul 2018
134,l-oreal-paris,Hair Oils,Extraordinary Oil - Gold 100ml (For All Hair Types) by L'Oréal Paris Elseve,$17.93,I used to bleach 3 times and im using this oil for like a few mnths i do t remember how long and it slowly smoothen my hard hair!,Volume (ml):100,4,13 Jul 2018
135,l-oreal-paris,Hair Oils,Extraordinary Oil - Gold 100ml (For All Hair Types) by L'Oréal Paris Elseve,$17.93,"My hair is frizzy but after applying the oil, it keeps my hair in place. It has a pleasant scent too,not too strong. Overall I like the product.",Volume (ml):100,4,12 Jul 2018
136,l-oreal-paris,Hair Oils,Extraordinary Oil - Gold 100ml (For All Hair Types) by L'Oréal Paris Elseve,$17.93,"My hair is very fine, brittle and frizzy as my hair is very damaged after dyeing multiple times. However after using this for 1 week plus prior to blow drying my hair, I notice how smooth my hair is right after and it looks shiny too !  I used it for a Long while to give an honest review. :)",Volume (ml):100,4,10 Jul 2018
137,l-oreal-paris,Hair Oils,Extraordinary Oil - Gold 100ml (For All Hair Types) by L'Oréal Paris Elseve,$17.93,Tried this product~ suprised when receving it... cause i'm expecting a tester instead of actual product... after using it my hair feel shiny amd smooth...,Volume (ml):100,5,10 Jul 2018
138,l-oreal-paris,Hair Oils,Extraordinary Oil - Gold 100ml (For All Hair Types) by L'Oréal Paris Elseve,$17.93,"No wonder it's called EXTRAORDINARY oil! It does wonders to my hair that even my colleagues can tell when I use it.     The oil is very light, and quickly absorbed. It doesn't feel heavy or greasy and smells rather pleasant! My dry and crazy ends get tame very quickly, and my hair stays on point the whole day! So much love for this product!     The smaller size would be so convenient to bring out to apply after a swim.",Volume (ml):100,5,09 Jul 2018
139,l-oreal-paris,Hair Oils,Extraordinary Oil - Gold 100ml (For All Hair Types) by L'Oréal Paris Elseve,$17.93,"I use the oil before blow drying my hair. Not only does it protect my hair from the heat, but it also helps detangle it making my hair fall lesser. I love the way it provides smoothness and nourishment of a good oil without weighing my hair down. Absolutely love it!!",Volume (ml):100,5,09 Jul 2018
140,l-oreal-paris,Hair Oils,Extraordinary Oil - Gold 100ml (For All Hair Types) by L'Oréal Paris Elseve,$17.93,"Suitable for bad hair day, it enable me to change my haywire direction hairs to get back in place by just apply some of the oil serum and quick hair dryer blower! It is not oily after it's dry.",Volume (ml):100,5,09 Jul 2018
141,l-oreal-paris,Hair Oils,Extraordinary Oil - Gold 100ml (For All Hair Types) by L'Oréal Paris Elseve,$17.93,"Has a strong fragrant smell and doesn't make hair too oily, 2-3 pumps is enough to make my frizzy and bleached hair smooth again :)",Volume (ml):100,5,09 Jul 2018
142,l-oreal-paris,Hair Oils,Extraordinary Oil - Gold 100ml (For All Hair Types) by L'Oréal Paris Elseve,$17.93,I’ve been using this for a week now. I apply this after shower and whenever i want to go out. This oil gives me the bouncy and curve effect without the need to blow and curl my hair. Suitable for someone who have dry hair after shower.,Volume (ml):100,5,08 Jul 2018
143,l-oreal-paris,Hair Oils,Extraordinary Oil - Gold 100ml (For All Hair Types) by L'Oréal Paris Elseve,$17.93,"I really like this product as it keeps my hair smooth and shiny through the day, and not just in the morning.    If also makes styling my hair a lot easier. :)",Volume (ml):100,5,06 Jul 2018
144,l-oreal-paris,Hair Oils,Extraordinary Oil - Gold 100ml (For All Hair Types) by L'Oréal Paris Elseve,$17.93,"I applied a bit oil on my hair about 30 minutes before washing and applied again before drying my hair with hair-dryer.   OMG, the result is amazing. I love it.  My hair is super soft and nourished after drying . I love the feeling when I touch my hair. Until the next day, my hair is still soft.",Volume (ml):100,5,06 Jul 2018
